provincia,departamento,localidad,tipo,subtipo,nombre,direccion,piso,cp,telefono,email,web
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca Central,San Martín Av. 4453,,C1417DSE,4524-8013 (Sala) /8020 (Dirección),bibliote@agro.uba.ar; hemerote@agro.uba.ar,www.agro.uba.ar/biblioteca
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca Central (Fauba),San Martín Av. 4453,,C1417DSE,(011) 4524-8013 /8020,bibliote@mail.agro.uba.ar; hemerote@mail.agro.uba.ar; martino@agro.uba.ar,www.agro.uba.ar/biblioteca/index.htm
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Mariano Pelliza,Lavalleja 924,,C1406EBG,4631-0961,biblioteca_pelliza@buenosaires.gov.ar,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Centro de Documentación,Paraguay 1401,Piso 5,1093,4383-9759/ 7061 Fax: 4383-9759,asap@asap.org.ar,www.asap.org.ar
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Pizzurno 953,Piso 1,1221,4866-2546 Al 60 / 4971-1081 4956-1471,bibliotecafrancesa@infovia.com.ar; mtroistmonts@yahoo.com.ar; bibfra@pccp.com.ar,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca Nacional de Maestros [Bnm],Pizzurno 953,,1020,4129-1272 Fax: 4129-1268,gperrone@me.gov.ar bnminfo@me.gov.ar,www.bnm.me.gov.ar/cgi-bin/wxis.exe/opac/?isisscript=opac/opac.xis
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Junín 956,Piso 2,C1113AAD,(011) 4962-5506,iquifib@qb.ffyb.uba.ar,www.uba.ar/secyt/institutos/insuc-iquifib.php
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Junín 956,Piso 4,C1113AAD,(011) 4964-8260,idehu@ffyb.uba.ar,www.conicet.gov.ar/php/datos_inst.php?n=05542
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Junín 956,Piso 5,C1113AAD,(011) 4961-6784/5949,ininfa@ffyb.uba.ar,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Centro Nacional de Información y Documentación Educativa,Junín 956,,1020,4129-1299/1224 Fax: 4129-1299/1224,bnmcentro@me.gov.ar,www.bnm.me.gov.ar/i/centro_doc/intro.php
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca Dr. Juan A. Sánchez,Junín 956,Piso 6,C1113AAB,4964-8200 Int. 8374 y 8340 Fax: 4508-3645,biblio@ffyb.uba.ar,www.ffyb.uba.ar/biblioteca/bblio2.htm
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca Dr. Juan A. Sánchez,Junín 959,Piso 6,1113,"011-4964-8200, Internos 8374",biblio@ffyb.uba.ar,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca Regional Capital Federal,San Martín 871,,1214,4962-7045,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Centro de Documentacion,Pte. J.E. Uriburu 950,Piso 2,C1008AAA,(011)-4345-3666,cibte@pami.org.ar,www.pami.org.ar
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,"Uriburu, J. E. Pte. 950",Piso 13,1054,4393-7076 Fax: 4393-7062,biblioteca_bue@oit.org.ar,www.oit.org.ar/pagina.php?seccion=120&pagina=293
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Centro de Documentación,"Uriburu, J. E. Pte. 950",Piso 1,C1114AAD,4508-3618/24 Int 219,masp@cea.uba.ar ; biblio@rec.uba.ar,www.uba.ar/secyt/institutos/insu-invsalud.php
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca Del Servicio Meteorológico Nacional Argentino,Paraguay 748,,1002,4514-4253/56 Int.18241,biblio@meteofa.mil.ar,www.meteofa.mil.ar
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Sistema de Bibliotecas - Biblioteca Central,Paraguay 748,,1270,011 4301-5323/5240/5248 Fax: 4301-5248,biblioteca@vaneduc.edu.ar; soto@vaneduc.edu.ar,biblioteca.vaneduc.edu.ar
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Paraguay 755,Piso 16,C1121ABG,(011) 4508-3680,cefybo@fmed.uba.ar,abest.secyt.gov.ar/secyt/english/conicet/centros/_028.htm
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Montevideo 971,,1007,4313-6448/9 Fax: 4313-9476,biblio@funceb.org.ar,www.funceb.org.ar/biblio.html
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,"Bravo, Mario 1050",,,4931-1551,biblioteca_sup_normal8@yahoo.com.ar,www.buenosaires.gov.ar/areas/educacion/escuelas/escuelas/superior/ens08/default.htm
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,"Bravo, Mario 1050",,C1175ABT,4964 4680/4681/4682 - Fax: 4963 1560,biblioteca@palermo.edu; postmaster@unpalp.edu.ar; informes@mail.palermo.edu.ar; biblioteca@mail.palermo.edu.ar; rcagno1@mail.palermo.edu.ar,www.palermo.edu.ar/biblioteca
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Marcelo T. de Alvear 1851,,C1058AAV,"(011) 4813-3400, 3404, 3408",uds-bib2@salvador.edu.ar,www.salvador.edu.ar/vrid/biblioteca/
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca Dr. Martín Nicanor Goicoa,"Alvear, Marcelo T. De 1851",Piso 3 Of. 327,1089,011 4010 3000,drl@bcnbib.gov.ar,www.bcnbib.gov.ar/legisladores/index.htm
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Marcelo T. de Alvear 2142,,C1126AAF,11 4806-2269,rdbiblio@gmail.com,www.cin.edu.ar/
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Paraguay 2652,1º B,C1425EGO,011 4801-3306 Fax 4802-6618,biblioteca@reumatologia.org.ar,www.reumatologia.org.ar
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca Carlos Pellegrini,"Alvear, Marcelo T. De 2202",Piso 3,,4586-8888 Int. 8706 4582-8008,bancario@janssen.com.ar,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca Prof. Dr. David Sevlever,"Alvear, Marcelo T. De 2202",Piso 3,C1122AAJ,(011) 4508-3862 Fax 4508-3666,bibliosp@fmed.uba.ar,www.fmed.uba.ar/depto/saludpublica/main.htm
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Azcuénaga 980/4,,1074,4305-6973 / 0180,biblio@cienciaysalud.edu.ar,www.cienciaysalud.edu.ar
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,M.T. de Alvear 2230,Piso 6,C1113AAD,"(011) 4964-8200 Int. 8374, 8340",biblio@ffyb.uba.ar,www.ffyb.uba.ar/
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Centro de Regional de Información En Salud Mental - Crisamen,Alvear M.T. De 2230,Piso 4,1122,011) 4966-1454,fuacta@intramed.net.ar,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Azcuénaga 984,Piso 2 Of 203,C1029AAF,"(011) 4952-0078, 4953-0420",bib@sisbi.uba.ar,www.sisbi.uba.ar
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Av. San Martin 5481,Piso 6,C1063ACS,"(011) 4331-7732, 4017, 2330; 4343-5622 Int. 04",,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,San Martín Av. 5481,,,4901-9429,biblionormal4@yahoo.com.ar,ens4.caba.infd.edu.ar/sitio/
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Marcelo T. de Alvear 2270,,C1122AAH,(011) 4964-1200; 1238; 1239 Int. 1136 y 1244,postmast@biblio.odon.uba.ar,www.odon.uba.ar/biblioteca/
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Esmeralda 965,Piso 3,,,biblioteca@aoa.org.ar llorens@aoa.org.ar,www.aoa.org.ar/biblio/biblio-a.htm
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Reconquista 946,,C1101AAS,4300-3077/1812/3164,contacto@nuevamayoria.com,www.nuevamayoria.com
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Centro de Documentación E Información,Callao Av. 1033,Piso 9,1106,4314-5646,abevilacqua@enre.gov.ar; gsanchez@enre.gov.ar,www.enre.gov.ar/web/web.nsf
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Uruguay Av. 1037,Piso 5,C1022AAD,(011) 4814-4539 Fax 4815-4300,biblioteca@eol.org.ar,www.eol.org.ar
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca. Embajador Leopoldo H. Tettamanti,"Alvear, Marcelo T. De 684",Piso 9,1322,4349-3494/9 Fax / 4349-3494,eroge@mecon.gov.ar,www.mecon.gov.ar/sicym/biblio/biblio.htm
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Julio Cortázar,Junín 1060,,C1414DTT,5197-5084,biblioteca_cortazar@buenosaires.gov.ar,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Centro de Documentación E Información Agropecuaria,"Madero, Eduardo Av. 1020",P.B. Of. 59,C1063ACW,(011) 4349-2462/ 3,cdisagpya@minagri.gov.ar,www.minagri.gob.ar/sagpya/institucional/biblioteca/index.php
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca Juan Bautista Alberdi,"Madero, Eduardo Av. 1020",Piso 9,1106,011 4314-5646,abevilacqua@enre.gov.ar; gsanchez@enre.gov.ar,www.enre.gov.ar/web/web.nsf
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca Universidad Del Cine,Av. Santa Fé 690,,C1064ADD,(011) 4300-1407 Int. 112,biblioteca@ucine.edu.ar,www.ucine.edu.ar/
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Centro de Información y Documentación,Santa Fe Av. 690,Piso 3,C1058AAH,(011) 4319-4241,caty@arg.ops-oms.org,//new.paho.org/arg/
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Infoleg,Santa Fe Av. 1769,,1089,011 4010 3000,drg@bcnbib.gov.ar ; coordinacion@bcnbib.gov.ar,www.bcnbib.gov.ar/
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Santa Fe 1548,Piso 4°,1059ABH,11 4815-1767/1798/1545,biblio@coneau.edu.ar/ webmaster@coneau.gob/ consulta@coneau.gov.ar,www.coneau.edu.ar/
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca Del Docente,Av. Santa Fe 1385,,1133,11 4305-7202/7219,infobibleduc@buenosaires.edu.ar,www.buenosaires.gov.ar/areas/educacion/bibleduc/biblioteca.php?menu_id=31972
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca de La Dirección Nacional de Aeronavegabilidad,Anchorena 1176,,1113,4508-2109,documentacion@dna.org.ar,www.dna.org.ar
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Paraguay 2155,Piso 10,C1121ABG,(011) 5950-9612,dhistologia@fmed.uba.ar,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Paraguay 1178,Piso 3,1008,4326-2552 Fax 4326-9944,guadalupe.barrera@kas.org.ar,www.kas.org.ar
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Centro de Información y Biblioteca,Paraguay 1950,Piso 1,1113,4803-7671/7672/ 0738 Fax: 4804-7545,biblioteca@unic.org.ar; andrea.devlin@unic.org.ar,www.unic.org.ar/biblioteca1.htm
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Chorroarín Av. 280,Piso 2 Of. 203,C1029AAF,4952-0078; 4953-0420 / Fax: 4952-6557,bib@sisbi.uba.ar; sisbi@sisbi.uba.ar,www.sisbi.uba.ar
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Santa Fe Av. 1171,,,4921-4644,elisamilano@yahoo.com.ar marilasuarez@yahoo.com.ar,isef2.caba.infd.edu.ar/sitio/
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Av. Santa Fé 1145,,C1417DTB,4580-2800 Al 09 Int. 227,biblioteca@institutoroffo.com.ar,www.institutoroffo.com.ar
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Santa Fe Av. 1145,Piso 13,,,sandra.romagnoli@bakernet.com.ar,htp//www.abogados.com.ar/baker-mckenzie
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Darwin 429,,C1427ARO,(011) 4514-8701 Al 8704,biblioteca@lanari.fmed.uba.ar,www.lanari.fmed.uba.ar/
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Darwin 429,,C1064AAP,(011) 6314-3000 Int. 113-147-148 Fax: 4314-1654,biblioteca@cema.edu.ar,www.cema.edu.ar/biblio
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca Nacional de Aeronaútica,Santa Fe 750,3º,1057,4312-9038,binae@ciudad.com.ar,www.binae.org.ar
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca Central,Av. Leandro N. Alem 1067,,C1175ABW,011 4964 4680/4681/4682 - Fax: 4963 1560,biblioteca@palermo.edu; rcagno1@mail.palermo.edu.ar,https://wwws.palermo.edu/intranet/biblioteca/index.html?
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca Antartica,"Bravo, Mario 1259",P.B,1010,"(011) 4812-0071/72 Int. 131, 4813-7807.",biblioteca@dna.gov.ar,www.dna.gov.ar
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca Prof. Willy Baranger,Arenales 1678,,,4814-0757 / 4812-3518 Int. 20 y 23,biblioteca@apa.org.ar,www.apa.org.ar/insti_04_b.php?id=18
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,"Alem, Leandro N. Av. 1110",Piso 19,1054,"011 4311-1090/1099, 4312-7041, Int. 2358",,htp://engineering.techint.com
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca Manuel Belgrano de La Escuela Nacional de Náutica,Gallo 1330,,1429,4704-9546/70 Int. 225,esnnbiblioteca@yahoo.com.ar,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Gallo 1330,,C1426CPS,(011) 4776-0913; 4777-5280,ciafic@fibertel.com.ar,www.ciafic.edu.ar/
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca Central,Gallo 1330,Piso 4 y 5,C1121ABG,"(011) 5950-9801, 9802",bibmed@fmed.uba.ar,www.fmed.uba.ar/
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Gallo 1330,Piso 7 Of. 25,C1053ACB,4374-3090 / 3301,biblioteca@aadynd.org.ar,www.aadynd.org.ar
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca Cedie,Gallo 1330,,C1425EFD,(011) 4963-5931 Int. 140 Fax (54.011) 4963-5930,biblioteca@cedie.org.ar,www.cedie.org.ar
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Suipacha 1175,,,814-0634/2182 Int. 113 Fax: (01) 814-0634 Int. 114,ama@datamar.com.ar info@ama-med.com,www.ama-med.com
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca My Eugenio Avelino Padorno,Honduras 3784,,1437,5168-7100; 4911-6011,hospital.aeronáutico@roche.com.ar,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca Nacional de Maestros,Esmeralda 1212,,C1020ACA,11 4129-1272,gperrone@me.gov.ar/ bnminfo@me.gov.ar,www.bnm.me.gov.ar/
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca Inpi,Esmeralda 1212,,C1063ACH,(011)4344-4978,infobiblo@inpi.gov.ar,www.inpi.gov.ar
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca Alexander Fleming - Fuca,Esmeralda 1212,Piso 2,C1426ANZ,(54.011) 6323-2900 Int. 1295 Fax (54.011) 6323-2999,bibliotecafuca@alexanderfleming.org; info@fuca.org.ar,www.fuca.org.ar/index.php?option=com_content&task=view&id=21&itemid=37
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Estanislao Del Campo,Libertad 1235,,C1424BCF,4926-0161,biblioteca_delcampo@buenosaires.gov.ar,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca de La Escuela Nacional de Inteligencia,Cerrito 1248,,1012,4811-1041/45,biblio@eni.gov.ar,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Cerrito 1248,Piso 2,1086,4124-370038/35/52/80/87/88/91/92/93/96 Fax: 4124-3757,schargor@agn.gov.ar informacion@agn.gov.ar,www.agn.gov.ar
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,"Biblioteca, Centro de Documentación y Archivo",Cerrito 1250,,C1091AAW,4384 6704 4383 2622 Int. 117 - Fax: 4384 6704 4383 2622 Int. 115,"bibliotecaincaa@yahoo.com.ar, biblioteca@enerc.gov.ar",www.incaa.gov.ar
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Centro de Informacion de La Organizacion Techint,Cerrito 1250,Piso 4,1001,(011) 4018-5669,baicein@techint.net,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca Antártica,Talcahuano 1261,,1010,4812-0071/0072/0019 Int.131,biblioteca@dna.gov.ar,www.dna.gov.ar
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Circe,Talcahuano 1261,,C1013AAX,4812-3118,biblioteca_circe@buenosaires.gov.ar,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Cerrito 1266,,C1175ABW,4964 4680/4681/4682 - Fax: 4963 1560,biblioteca@palermo.edu; postmaster@unpalp.edu.ar; informes@mail.palermo.edu.ar; biblioteca@mail.palermo.edu.ar; rcagno1@mail.palermo.edu.ar,www.palermo.edu.ar/biblioteca
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca de Sadio,Rodríguez Peña 1464,Piso 2,C1015ABF,(011) 4371-5755,sadio@speedy.com.ar,www.sadio.org.ar/
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Santa Fe Av. 2778,,1426,4781-3897 / 4784-3563,fundacion@aigle.org.ar,www.aigle.org.ar
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca Enrique Prins,Las Heras Gral. Av. 1749,,C1107AIA,4361 4419 - Fax: 4361 4419,vtasso@yahoo.com.ar,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca. Centro de Documentación E Información Del Iadi,Pueyrredón Av. 1640,Piso 11,,,biblioteca@iadi.edu.ar,www.iadi.edu.ar/modelo_biblioteca.htm
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Centro de Información Bibliográfica Dr. Juan B. Alberdi,Montevideo 1553,Piso 6,1055,5382-9358 / 5382-9358,biblioteca@cpcecf.org.ar,www.consejo.org.ar/cib/cib.htm
