provincia,departamento,localidad,tipo,subtipo,nombre,direccion,source_geo,lat,lon,piso,cp,telefono,email,web
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Industrias Culturales,Editoriales de libros,Arte a Babor,Algarrobo 1041,cultura,-34.654765,-58.379338,Of. 3,,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Industrias Culturales,Editoriales de libros,Víctor P. de Zavalía S.A.,Alberti 835,cultura,-34.619075,-58.400982,,,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Industrias Culturales,Editoriales de libros,La Luna Qué,Albariño 266,cultura,-34.641117,-58.508432,,,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Industrias Culturales,Editoriales de libros,Calibroscopio,Aguirre 458,cultura,-34.59811,-58.435261,,,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Industrias Culturales,Editoriales de libros,Caja Negra,Aguirre 1153,cultura,-34.591713,-58.441191,"Piso 2, A",,,,www.cajanegraeditora.com.ar
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Industrias Culturales,Editoriales de libros,"Uriel, Ediciones",Aguilar 2612,cultura,-34.571054,-58.448924,,,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Industrias Culturales,Editoriales de libros,Docencia S.A.,Agüero 2260,cultura,-34.586739,-58.40053,,,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Industrias Culturales,Editoriales de libros,La Bestia Equilátera S.R.L.,Aguilar 2023,cultura,-34.566434,-58.444884,,,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Industrias Culturales,Editoriales de libros,Cute Ediciones,Agüero 1481,cultura,-34.592617,-58.407948,Piso 4 Depto. B,,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Industrias Culturales,Editoriales de libros,Ediciones Robinbook,Agüero 1412,cultura,-34.593003,-58.408318,P.B.,,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Industrias Culturales,Editoriales de libros,Kehot Editorial,Agüero 1092,cultura,-34.59705,-58.410267,,,,,www.kehot.com.ar
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Industrias Culturales,Editoriales de libros,Librería Raíces (Tomás Catari),Agrelo 3045,cultura,-34.617527,-58.408825,,,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Industrias Culturales,Editoriales de libros,Balletin Dance,Adolfo Alsina 943,cultura,-34.610651,-58.37977,Piso 4 Of. 410,,,,www.balletindance.com.ar
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Industrias Culturales,Editoriales de libros,Del Monte,Adolfo Alsina 1537,cultura,-34.611197,-58.388008,,,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Industrias Culturales,Editoriales de libros,Librería Mucho Gusto,A. Moreau de Justo 2030,cultura,-34.62322,-58.365132,Piso 2 Of 219,,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Industrias Culturales,Editoriales de libros,Del Nuevo Extremo,A. J. Carranza 1852,cultura,-34.581376,-58.437039,,,,,www.delnuevoextremo.com
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Industrias Culturales,Editoriales de libros,D & D Ediciones S.R.L.,A. Alsina 1535,cultura,-34.611194,-58.387979,Piso 1 Of. 103,,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Industrias Culturales,Editoriales de libros,Unsam Edita,25 de Mayo 1779,cultura,-34.576448,-58.531195,,,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Industrias Culturales,Editoriales de libros,La Brujita de Papel S.A.,25 de Mayo 611,cultura,-34.600608,-58.371263,Piso 4 Of. 1,,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas de cine,Patio Bullrich,Posadas 1245,cultura,-34.589245,-58.384163,,1011,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas de cine,Plaza Liniers Shopping Center,Ramon Falcon 7115,cultura,-34.640572,-58.529346,,1408,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas de cine,Panamericana,Vedia 3626,cultura,-34.545033,-58.487619,,1430,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas de cine,Oviedo Maria Teresa,Malabia 1275,cultura,-34.593133,-58.430585,,1414,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas de cine,Ortiz Oscar Bartolome,Ayacucho 440,cultura,-34.604011,-58.395332,,1026,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas de cine,Nuevo Victoria,Hipolito Yrigoyen 965,cultura,-34.609532,-58.380154,,1086,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas de cine,Multicine,Lavalle 750 750,cultura,-34.602337,-58.377384,,1047,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas de cine,Monumental,Lavalle 780,cultura,-34.602358,-58.377801,,1047,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas de cine,Microcine Godard,Maipu 960,cultura,-34.596815,-58.376926,,1006,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas de cine,Microcine Centro Cultural Recoleta,Junin 1930,cultura,-34.587063,-58.391804,,1113,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas de cine,Master Producciones - Marina Dalbert,Zelarrayan 1544,cultura,-34.641555,-58.437376,B,1406,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas de cine,Mandragora,Suipacha 1140,cultura,-34.594822,-58.379937,,1008,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas de cine,Malba,Av.Figuero Alcorta 3415,cultura,-34.577273,-58.403747,,1425,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas de cine,Magma Cine,Medrano 1378,cultura,-34.593064,-58.419567,,1179,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas de cine,Lorca,Av Corrientes 1428,cultura,-34.60404,-58.386917,,1042,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas de cine,Lorraine y Loire,Av. Diag. Roque Saenz Peña 1150,cultura,-34.603077,-58.383056,,1043,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas de cine,Lita Producciones S.A.,El Salvador 5936,cultura,-34.580602,-58.438718,,1414,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas de cine,Leopoldo Lugones,Av Corrientes 1530,cultura,-34.60413,-58.388314,,1042,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Espacios INCAA,Espacio INCAA - La Máscara - Ciudad de Buenos Aires,Piedras 736,cultura,-34.616701,-58.377412,,1063,011-4307-0566,lamascara_teatro06@yahoo.com.ar,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas de cine,Ideal,Suipacha 378,cultura,-34.603858,-58.379442,,1008,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas de cine,Ivana Yasmina Zamara,Bartolome Mitre 3823,cultura,-34.609729,-58.420214,,1002,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas de cine,Hc Distribucion,Vera 569,cultura,-34.598479,-58.43822,Timbre 1,1414,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas de cine,Gran San Juan,San Juan 3246,cultura,-34.624911,-58.411257,,1233,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas de cine,Fontan Stella,Baigorria 4612,cultura,-34.613257,-58.509289,,1417,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Espacios INCAA,Espacio Incaa Cine Gaumont - Capital Federal,Av Rivadavia 1635,cultura,-34.609117,-58.389665,,1033,4381-0003,Espacioincaa@incaa.gov.ar,http://espacios.incaa.gov.ar/index.php?espacioincaa=km0000
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas de cine,Emiliano Romero,Garay 3975,cultura,-34.631745,-58.420158,,1256,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas de cine,El Camarin de Las Musas,Mario Bravo 956,cultura,-34.598515,-58.416037,,1175,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas de cine,Eden - Sala 2,Santa Fe 1825,cultura,-34.595832,-58.393655,,1123,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas de cine,Del Parque Shopping,Nazarre 3135,cultura,-34.601913,-58.494096,,1417,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas de cine,Cultivarte,Honduras 4761,cultura,-34.590314,-58.427725,,1414,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas de cine,Daltel,B. de Yrigoyen 678,cultura,-34.616084,-58.380304,,1072,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas de cine,Cosmos 2,Corrientes 2046,cultura,-34.60462,-58.39592,,1045,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas de cine,Coop. de Trabajo Kaos Ltda.,Jose Marti 565,cultura,-34.63812,-58.469553,,0,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas de cine,Conjuro,Estados Unidos 1548,cultura,-34.618885,-58.388174,,1101,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas de cine,Complejo Cultural Teatro 25 de Mayo,Av. Triunvirato 4444,cultura,-34.576173,-58.483425,,1431,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas de cine,Cinemark Puerto Madero,Av. Alicia M. de Justo 1960,cultura,-34.622186,-58.365288,,1009,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas de cine,Cinemark Palermo,Beruti 3399,cultura,-34.586565,-58.410421,,1425,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas de cine,Cinemark Caballito,Av. La Plata 96,cultura,-34.616128,-58.428999,,1205,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas de cine,Cinema Uno,Bernardo de Irigoyen 678,cultura,-34.616155,-58.380327,PB Dto 2,1072,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas de cine,Cinema Devoto,Jose Pedro Varela 4866,cultura,-34.611238,-58.518019,,1417,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas de cine,Cinegrafia S.R.L.,Charcas 5020,cultura,-34.578709,-58.429751,,1425,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas de cine,Cinema City Gral Paz,Av Cabildo 2702,cultura,-34.556886,-58.461259,,1426,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas de cine,Cine San Francisco,Av. Gral Paz 10652,cultura,-34.639859,-58.529002,,1408,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas de cine,Cine Rock,Peru 860,cultura,-34.617965,-58.374382,,1068,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas de cine,Cine Parque Xacobeo,Cuenca 3252,cultura,-34.600097,-58.496245,,1418,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas de cine,Cine Ojo,Lavalle 1619,cultura,-34.603011,-58.389783,,1048,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas de cine,Cauti S.R.L.,Pasteur 720,cultura,-34.60083,-58.399834,4 piso,1028,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas de cine,Biblioteca Arg. Para Ciegos,Lezica 3909,cultura,-34.610844,-58.421326,,1202,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas de cine,Belgrano Multiplex,Vuelta de Obligado 2238,cultura,-34.560169,-58.456811,,1428,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas de cine,Belgrano Multiplex,Vuelta de Obligado 2199,cultura,-34.560503,-58.456499,,1428,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas de cine,Asociacion de Productores de Cine Para La Infancia,Uriarte 1053,cultura,-34.591147,-58.437522,,1414,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas de cine,Barakacine,De Las Artes 1125,cultura,-34.633306,-58.439157,,1424,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas de cine,Arteplex Belgrano,Av Cabildo 2829,cultura,-34.556224,-58.461863,,1428,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas de cine,Arte Cinema,Salta 1620,cultura,-34.627117,-58.38282,,1137,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas de cine,Amenofis Tours,Pedro Lozzano 3150,cultura,-34.600915,-58.494526,Loc 2 A,1417,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas de cine,Alianza Francesa,Av Cordoba 946,cultura,-34.599017,-58.380403,,1054,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas de cine,Abasto,Aguero 685,cultura,-34.602182,-58.41126,,1171,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas de cine,Abc,Esmeralda 506,cultura,-34.602172,-58.378207,,1007,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas teatrales,Espacio Pata de Ganso,Zelaya 3122,cultura,-34.601604,-58.409822,,,,info@patadeganso.com.ar,www.patadeganso.com.ar
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas teatrales,El Cubo Cultural,Zelaya 3053,cultura,-34.601843,-58.408845,,1171,4963-2568,info@cuboabasto.com.ar,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas teatrales,Centro Argentino de Teatro Ciego,Zelaya 3006,cultura,-34.602008,-58.408181,,1171,,INFO@TEATROCIEGO.COM,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas teatrales,Auditorio Belgrano,Virrey Loreto 2348,cultura,-34.567015,-58.449685,,1426,4783-1783,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas teatrales,La Soderia Espacio Artistico Fabril,Vidal 2549,cultura,-34.560078,-58.463903,,1428,4543-1728 / 1545591374,lasoderia@2vias.com.ar,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas teatrales,Entretelones,Vidal 1980,cultura,-34.565331,-58.459393,Piso 1,1428,4783-5888,entretelonesteatro@hotmail.com,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas teatrales,Centro Cultural Borges- Fund.Para Artes,Viamonte Esq. San Martin,cultura,-34.599926,-58.374208,,C1053ABK,5555-5359,info@ccborges.org.ar,/www.ccborges.org.ar
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas teatrales,Vera Vera Teatro,Vera 108,cultura,-34.602249,-58.434569,,1414,4854-3655,rubenzabadini@yahoo.com.ar,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas teatrales,Centro Cultural Caras Y Caretas,Venezuela 370,cultura,-34.613634,-58.371519,,1095,,centrocultural@carasycaretas.org.ar,www.carasycaretas.org
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas teatrales,Anfitrion,Venezuela 3340,cultura,-34.616638,-58.413345,,1211,4931-2124,teatroanfitrion@hotmail.com,www.anfitrionteatro.com.ar
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas teatrales,Del Sur,Venezuela 2255,cultura,-34.615023,-58.398612,,1096,4941-1951/4952-8422,teasur@infovia.com.ar,www.teatrodelsur.blogspot.com
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas teatrales,Galpon Ve,Velez Sarfield 218,cultura,-34.63673,-58.390127,,1281,4304-4305,galponve@hotmail.com,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas teatrales,Centro Cultural Ernesto Sabato,Uriburu 763,cultura,-34.620198,-58.410106,,1225,4374-4448,,www.econ.uba.ar
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas teatrales,Uriarte Viejo,Uriarte 1616,cultura,-34.58737,-58.431947,,1425,4832-7106,mjulieta2000@yahoo.com.ar,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas teatrales,Casa Azul,Tucuman 844,cultura,-34.601257,-58.378777,,,4322-1550 / 4322-5027,acfbas@fibertel.com.ar,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas teatrales,Mediterranea Espacio de Arte,Tucuman 3378,cultura,-34.600026,-58.413375,,,4863-7156,,www.mediterraneateatro.com
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas teatrales,Centro Cultural Fray Mocho,Tte. Gral. Juan D. Peron 3644,cultura,-34.606844,-58.417838,,1414,011-4856-3815,teatrofraymocho@infovia.com.ar,www.teatrofraymocho.com.ar
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas teatrales,El Ojo,Tte. Gral. Juan D. Peron 2115,cultura,-34.607143,-58.396681,,,4953-1181,luisagustoni@fibertel.com.ar,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas teatrales,El Ombligo de La Luna,Tomas Manuel de Anchorena 364,cultura,-34.605637,-58.41099,,,4867-6578/4864-2886,info@elombligodelaluna.com.ar,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas teatrales,Fundacion Mitica,Thames 2078,cultura,-34.584968,-58.426474,,,4774-1489,fcrisanto@hotmail.com,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas teatrales,Sportivo Teatral,Thames 1426,cultura,-34.589195,-58.432873,,1417,4833-3585,sportivoteatral@hotmail.com,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas teatrales,El Sotano,Teodoro Garcia 3234,cultura,-34.577739,-58.450746,,1426,4552-8340,elsotanoteatro@yahoo.com.ar,http://elsotanoteatro.com/
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas teatrales,El Buho,Tacuari 215,cultura,-34.610806,-58.379135,,C1071AAE,4342-0885,TESORERIA@TEATROELBUHO.COM.AR,www.teatroelbuho.com.ar
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas teatrales,Damanthal Klinicke,Tacuari 1677,cultura,-34.627637,-58.376758,,,4300-7876,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas teatrales,Bac - British Arts Centre,Suipacha 1333,cultura,-34.592238,-58.380199,,1011,4393 6941,,www.britishartscentre.org.ar
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas teatrales,El Taller,Serrano 1595,cultura,-34.588877,-58.429996,,,4831-5501 / 4777-3612,joreuge@sinectis.com.ar,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas teatrales,La Voltereta,Segurola 2357,cultura,-34.614578,-58.505732,,1417,011-4566-4440/4568-1595,volarte@cvtci.com.ar,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas teatrales,Ciudad Cultural Konex,Sarmiento 3131,cultura,-34.606676,-58.410406,,1055,4864 - 3200,info@ciudadculturalkonex.org,www.ciudadculturalkonex.org
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas teatrales,Centro Cultural General San Martin,Sarmiento 1551,cultura,-34.605385,-58.388645,,1042,4374 1251,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas teatrales,Club El Progreso,Sarmiento 1334,cultura,-34.605216,-58.385534,,1041,4371-5053/7944,,http://www.clubdelprogreso.com
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas teatrales,Del Centro,Sarmiento 1249,cultura,-34.605141,-58.384322,,1041,4383-5644,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas teatrales,Teatro del Centro,Sarmiento 1245/49,cultura,-34.605138,-58.384265,,,4383-5644,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas teatrales,El Espion,Sarandi 766,cultura,-34.617877,-58.394499,,1222,,elespion766@yahoo.com,www.teatro-el-espion.com.ar
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Salas teatrales,Artefacto,Sarandi 760,cultura,-34.617806,-58.394502,,,4308-3353,artefacto@ciudad.com.ar,
